Rule   (Support, Confidence) 
Gene ARG4 high,Gene YOL118C high -> Gene YHR029C high  (13.6667%, 91.1111%)
Gene YHR029C high,Gene YOL118C high -> Gene ARG4 high  (13.6667%, 85.4167%)
Gene ARG4 high,Gene YOL118C high -> Gene ARG1,ARG10 high  (13.6667%, 91.1111%)
Gene ARG4 high,Gene ARG1,ARG10 high -> Gene YOL118C high  (13.6667%, 87.234%)
Gene YOL118C high,Gene ARG1,ARG10 high -> Gene ARG4 high  (13.6667%, 93.1818%)
Gene YHM1 high -> Gene SNO1 high,Gene YHR029C high  (13.6667%, 97.619%)
Gene YHM1 high,Gene SNO1 high -> Gene YHR029C high  (13.6667%, 97.619%)
Gene YHM1 high,Gene YHR029C high -> Gene SNO1 high  (13.6667%, 100%)
Gene YHM1 high -> Gene SNO1 high,Gene YOL118C high  (13.6667%, 97.619%)
Gene YHM1 high,Gene SNO1 high -> Gene YOL118C high  (13.6667%, 97.619%)
Gene YHM1 high,Gene YOL118C high -> Gene SNO1 high  (13.6667%, 100%)
Gene YHM1 high -> Gene LYS1 high,Gene YHR029C high  (13.6667%, 97.619%)
Gene YHM1 high,Gene LYS1 high -> Gene YHR029C high  (13.6667%, 97.619%)
Gene YHM1 high,Gene YHR029C high -> Gene LYS1 high  (13.6667%, 100%)
Gene LYS1 high,Gene YHR029C high -> Gene YHM1 high  (13.6667%, 80.3922%)
Gene YHM1 high -> Gene LYS1 high,Gene YOL118C high  (13.6667%, 97.619%)
Gene YHM1 high,Gene LYS1 high -> Gene YOL118C high  (13.6667%, 97.619%)
Gene YHM1 high,Gene YOL118C high -> Gene LYS1 high  (13.6667%, 100%)
Gene LYS1 high,Gene YOL118C high -> Gene YHM1 high  (13.6667%, 80.3922%)
Gene YHM1 high -> Gene YHR029C high,Gene SNZ1 high  (13.6667%, 97.619%)
Gene YHM1 high,Gene YHR029C high -> Gene SNZ1 high  (13.6667%, 100%)
Gene YHM1 high,Gene SNZ1 high -> Gene YHR029C high  (13.6667%, 97.619%)
Gene YHM1 high -> Gene SNZ1 high,Gene YOL118C high  (13.6667%, 97.619%)
Gene YHM1 high,Gene SNZ1 high -> Gene YOL118C high  (13.6667%, 97.619%)
Gene YHM1 high,Gene YOL118C high -> Gene SNZ1 high  (13.6667%, 100%)
Gene SRY1 high,Gene HIS5 high -> Gene ARG5,6 high  (13.6667%, 91.1111%)
Gene SRY1 high,Gene ARG5,6 high -> Gene HIS5 high  (13.6667%, 91.1111%)
Gene HIS5 high,Gene ARG5,6 high -> Gene SRY1 high  (13.6667%, 93.1818%)
Gene SRY1 high,Gene HIS5 high -> Gene LYS1 high  (13.6667%, 91.1111%)
Gene SRY1 high,Gene LYS1 high -> Gene HIS5 high  (13.6667%, 85.4167%)
Gene HIS5 high,Gene LYS1 high -> Gene SRY1 high  (13.6667%, 87.234%)
Gene SRY1 high,Gene HIS5 high -> Gene YOL118C high  (13.6667%, 91.1111%)
Gene SRY1 high,Gene YOL118C high -> Gene HIS5 high  (13.6667%, 87.234%)
Gene HIS5 high,Gene YOL118C high -> Gene SRY1 high  (13.6667%, 83.6735%)
Gene SRY1 high,Gene YER175C high -> Gene PCL5 high  (13.6667%, 82%)
Gene SRY1 high,Gene PCL5 high -> Gene YER175C high  (13.6667%, 83.6735%)
Gene SRY1 high,Gene YER175C high -> Gene CPA2 high  (13.6667%, 82%)
Gene SRY1 high,Gene CPA2 high -> Gene YER175C high  (13.6667%, 89.1304%)
Gene SRY1 high,Gene YER175C high -> Gene YBR047W high  (13.6667%, 82%)
Gene SRY1 high,Gene YBR047W high -> Gene YER175C high  (13.6667%, 89.1304%)
Gene SRY1 high,Gene YER175C high -> Gene YOL118C high  (13.6667%, 82%)
Gene SRY1 high,Gene YOL118C high -> Gene YER175C high  (13.6667%, 87.234%)
Gene YER175C high,Gene YOL118C high -> Gene SRY1 high  (13.6667%, 85.4167%)
Gene SRY1 high,Gene RIB5 high -> Gene PCL5 high  (13.6667%, 93.1818%)
Gene SRY1 high,Gene PCL5 high -> Gene RIB5 high  (13.6667%, 83.6735%)
Gene RIB5 high,Gene PCL5 high -> Gene SRY1 high  (13.6667%, 91.1111%)
Gene SRY1 high,Gene RIB5 high -> Gene CPA2 high  (13.6667%, 93.1818%)
Gene SRY1 high,Gene CPA2 high -> Gene RIB5 high  (13.6667%, 89.1304%)
Gene RIB5 high,Gene CPA2 high -> Gene SRY1 high  (13.6667%, 89.1304%)
Gene SRY1 high,Gene RIB5 high -> Gene LYS1 high  (13.6667%, 93.1818%)
Gene SRY1 high,Gene LYS1 high -> Gene RIB5 high  (13.6667%, 85.4167%)
Gene RIB5 high,Gene LYS1 high -> Gene SRY1 high  (13.6667%, 89.1304%)
Gene SRY1 high,Gene YOL119C high -> Gene SNO1 high  (13.6667%, 95.3488%)
Gene SNO1 high,Gene YOL119C high -> Gene SRY1 high  (13.6667%, 87.234%)
Gene SRY1 high,Gene BOP2 high -> Gene SNO1 high  (13.6667%, 100%)
Gene SNO1 high,Gene BOP2 high -> Gene SRY1 high  (13.6667%, 80.3922%)
Gene SRY1 high,Gene CPA2 high -> Gene LYS1 high  (13.6667%, 89.1304%)
Gene SRY1 high,Gene LYS1 high -> Gene CPA2 high  (13.6667%, 85.4167%)
Gene SRY1 high,Gene CPA2 high -> Gene YBR047W high  (13.6667%, 89.1304%)
Gene SRY1 high,Gene YBR047W high -> Gene CPA2 high  (13.6667%, 89.1304%)
Gene CPA2 high,Gene YBR047W high -> Gene SRY1 high  (13.6667%, 82%)
Gene SRY1 high,Gene CPA2 high -> Gene BNA1,HAD1 high  (13.6667%, 89.1304%)
Gene SRY1 high,Gene BNA1,HAD1 high -> Gene CPA2 high  (13.6667%, 93.1818%)
Gene CPA2 high,Gene BNA1,HAD1 high -> Gene SRY1 high  (13.6667%, 83.6735%)
Gene SRY1 high,Gene ARG5,6 high -> Gene CTF13,CBF3C high  (13.6667%, 91.1111%)
Gene ARG5,6 high,Gene CTF13,CBF3C high -> Gene SRY1 high  (13.6667%, 83.6735%)
Gene SRY1 high,Gene YBR147W high -> Gene YHR029C high  (13.6667%, 95.3488%)
Gene YBR147W high,Gene YHR029C high -> Gene SRY1 high  (13.6667%, 89.1304%)
Gene SRY1 high,Gene YBR147W high -> Gene SNZ1 high  (13.6667%, 95.3488%)
Gene SRY1 high,Gene YIL117C high -> Gene SNZ1 high  (13.6667%, 95.3488%)
Gene SRY1 high,Gene BOP2 high -> Gene CTF13,CBF3C high  (13.6667%, 100%)
Gene CTF13,CBF3C high,Gene BOP2 high -> Gene SRY1 high  (13.6667%, 82%)
Gene PGM2,GAL5 high -> Gene HSP12,GLP1,HOR5 high  (13.3333%, 81.6327%)
Gene YHM1 high -> Gene YGL117W high  (13.3333%, 95.2381%)
Gene IDP1 high -> Gene YGL117W high  (13.3333%, 93.0233%)
Gene YJR130C high -> Gene ARG4 high  (13.3333%, 85.1064%)
Gene HIS4 high -> Gene ARG4 high  (13.3333%, 83.3333%)
Gene YHM1 high -> Gene HIS5 high  (13.3333%, 95.2381%)
Gene YHM1 high -> Gene CPA2 high  (13.3333%, 95.2381%)
Gene YHM1 high -> Gene CTF13,CBF3C high  (13.3333%, 95.2381%)
Gene YJR130C high -> Gene SRY1 high  (13.3333%, 85.1064%)
Gene HIS4 high -> Gene SRY1 high  (13.3333%, 83.3333%)
Gene URA10 high -> Gene YER175C high  (13.3333%, 81.6327%)
Gene ADH5 high -> Gene CTF13,CBF3C high  (13.3333%, 93.0233%)
Gene ADH5 high -> Gene YBR047W high  (13.3333%, 93.0233%)
Gene YGR110W high -> Gene SNO1 high  (13.3333%, 86.9565%)
Gene HIS4 high -> Gene PCL5 high  (13.3333%, 83.3333%)
Gene IDP1 high -> Gene CPA2 high  (13.3333%, 93.0233%)
Gene LYS20 high -> Gene ARG1,ARG10 high  (13.3333%, 88.8889%)
Gene YJR130C high -> Gene ARG5,6 high  (13.3333%, 85.1064%)
Gene NIT1 high -> Gene SNZ1 high  (13.3333%, 100%)
Gene HIS4 high -> Gene YBR047W high  (13.3333%, 83.3333%)
Gene YOR382W high -> Gene YOR383C high  (13.3333%, 90.9091%)
Gene HIS4 high -> Gene YOL118C high  (13.3333%, 83.3333%)
Gene NCE103 high,Gene YGL117W high -> Gene SRY1 high  (13.3333%, 90.9091%)
Gene NCE103 high,Gene SRY1 high -> Gene YGL117W high  (13.3333%, 95.2381%)
Gene NCE103 high,Gene SRY1 high -> Gene SNZ1 high  (13.3333%, 95.2381%)
Gene NCE103 high,Gene YER175C high -> Gene SNO1 high  (13.3333%, 90.9091%)
Gene NCE103 high,Gene SNO1 high -> Gene YER175C high  (13.3333%, 83.3333%)
Gene NCE103 high,Gene SNO1 high -> Gene CPA2 high  (13.3333%, 83.3333%)
Gene NCE103 high,Gene CPA2 high -> Gene SNO1 high  (13.3333%, 93.0233%)
Gene NCE103 high,Gene SNO1 high -> Gene YBR047W high  (13.3333%, 83.3333%)
Gene NCE103 high,Gene YBR047W high -> Gene SNO1 high  (13.3333%, 88.8889%)
Gene NCE103 high,Gene CPA2 high -> Gene SNZ1 high  (13.3333%, 93.0233%)
Gene YGL117W high,Gene ARG4 high -> Gene SRY1 high  (13.3333%, 83.3333%)
Gene ARG4 high,Gene SRY1 high -> Gene YGL117W high  (13.3333%, 95.2381%)
Gene HIS4 high -> Gene YGL117W high,Gene ARG4 high  (13.3333%, 83.3333%)
Gene YGL117W high,Gene ARG4 high -> Gene HIS4 high  (13.3333%, 83.3333%)
Gene YGL117W high,Gene HIS4 high -> Gene ARG4 high  (13.3333%, 93.0233%)
Gene ARG4 high,Gene HIS4 high -> Gene YGL117W high  (13.3333%, 100%)
Gene YHM1 high -> Gene YGL117W high,Gene SNO1 high  (13.3333%, 95.2381%)
Gene YGL117W high,Gene YHM1 high -> Gene SNO1 high  (13.3333%, 100%)
Gene YHM1 high,Gene SNO1 high -> Gene YGL117W high  (13.3333%, 95.2381%)
Gene YHM1 high -> Gene YGL117W high,Gene LYS1 high  (13.3333%, 95.2381%)
Gene YGL117W high,Gene YHM1 high -> Gene LYS1 high  (13.3333%, 100%)
Gene YHM1 high,Gene LYS1 high -> Gene YGL117W high  (13.3333%, 95.2381%)
Gene YHM1 high -> Gene YGL117W high,Gene SNZ1 high  (13.3333%, 95.2381%)
Gene YGL117W high,Gene YHM1 high -> Gene SNZ1 high  (13.3333%, 100%)
Gene YHM1 high,Gene SNZ1 high -> Gene YGL117W high  (13.3333%, 95.2381%)
Gene YGL117W high,Gene YPL033C high -> Gene SRY1 high  (13.3333%, 85.1064%)
Gene SRY1 high,Gene YPL033C high -> Gene YGL117W high  (13.3333%, 88.8889%)
Gene YGL117W high,Gene YOL119C high -> Gene SRY1 high  (13.3333%, 86.9565%)
Gene SRY1 high,Gene YOL119C high -> Gene YGL117W high  (13.3333%, 93.0233%)
Gene YJR130C high -> Gene YGL117W high,Gene HIS5 high  (13.3333%, 85.1064%)
Gene YGL117W high,Gene HIS5 high -> Gene YJR130C high  (13.3333%, 85.1064%)
Gene YGL117W high,Gene YJR130C high -> Gene HIS5 high  (13.3333%, 86.9565%)
Gene HIS5 high,Gene YJR130C high -> Gene YGL117W high  (13.3333%, 97.561%)
Gene YGL117W high,Gene ATR1,SNQ1 high -> Gene YER175C high  (13.3333%, 93.0233%)
Gene YER175C high,Gene ATR1,SNQ1 high -> Gene YGL117W high  (13.3333%, 90.9091%)
Gene YGL117W high,Gene YOL119C high -> Gene YER175C high  (13.3333%, 86.9565%)
Gene YER175C high,Gene YOL119C high -> Gene YGL117W high  (13.3333%, 93.0233%)
Gene HIS4 high -> Gene YGL117W high,Gene YER175C high  (13.3333%, 83.3333%)
Gene YGL117W high,Gene HIS4 high -> Gene YER175C high  (13.3333%, 93.0233%)
Gene YER175C high,Gene HIS4 high -> Gene YGL117W high  (13.3333%, 95.2381%)
Gene YGL117W high,Gene RIB5 high -> Gene YMR097C high  (13.3333%, 85.1064%)
Gene YGL117W high,Gene YMR097C high -> Gene RIB5 high  (13.3333%, 85.1064%)
Gene RIB5 high,Gene YMR097C high -> Gene YGL117W high  (13.3333%, 100%)
Gene YJR130C high -> Gene YGL117W high,Gene RIB5 high  (13.3333%, 85.1064%)
Gene YGL117W high,Gene RIB5 high -> Gene YJR130C high  (13.3333%, 85.1064%)
Gene YGL117W high,Gene YJR130C high -> Gene RIB5 high  (13.3333%, 86.9565%)
Gene RIB5 high,Gene YJR130C high -> Gene YGL117W high  (13.3333%, 97.561%)
Gene ADH5 high -> Gene YGL117W high,Gene SNO1 high  (13.3333%, 93.0233%)
Gene YGL117W high,Gene ADH5 high -> Gene SNO1 high  (13.3333%, 97.561%)
Gene ADH5 high,Gene SNO1 high -> Gene YGL117W high  (13.3333%, 97.561%)
Gene YGL117W high,Gene ECM40,ARG7 high -> Gene PCL5 high  (13.3333%, 90.9091%)
Gene PCL5 high,Gene ECM40,ARG7 high -> Gene YGL117W high  (13.3333%, 85.1064%)
Gene YGL117W high,Gene YPL250C high -> Gene PCL5 high  (13.3333%, 88.8889%)
Gene PCL5 high,Gene YPL250C high -> Gene YGL117W high  (13.3333%, 90.9091%)
Gene YGL117W high,Gene BNA1,HAD1 high -> Gene PCL5 high  (13.3333%, 81.6327%)
Gene PCL5 high,Gene BNA1,HAD1 high -> Gene YGL117W high  (13.3333%, 86.9565%)
Gene YGL117W high,Gene YOL119C high -> Gene PCL5 high  (13.3333%, 86.9565%)
Gene PCL5 high,Gene YOL119C high -> Gene YGL117W high  (13.3333%, 93.0233%)
Gene YGL117W high,Gene YPL250C high -> Gene CPA2 high  (13.3333%, 88.8889%)
Gene CPA2 high,Gene YPL250C high -> Gene YGL117W high  (13.3333%, 93.0233%)
Gene YGL117W high,Gene YOL119C high -> Gene CPA2 high  (13.3333%, 86.9565%)
Gene CPA2 high,Gene YOL119C high -> Gene YGL117W high  (13.3333%, 95.2381%)
Gene HIS4 high -> Gene YGL117W high,Gene ARG5,6 high  (13.3333%, 83.3333%)
Gene YGL117W high,Gene HIS4 high -> Gene ARG5,6 high  (13.3333%, 93.0233%)
Gene ARG5,6 high,Gene HIS4 high -> Gene YGL117W high  (13.3333%, 93.0233%)
Gene YGL117W high,Gene YBR147W high -> Gene BNA1,HAD1 high  (13.3333%, 83.3333%)
Gene YGL117W high,Gene BNA1,HAD1 high -> Gene YBR147W high  (13.3333%, 81.6327%)
Gene YBR147W high,Gene BNA1,HAD1 high -> Gene YGL117W high  (13.3333%, 97.561%)
Gene YJR130C high -> Gene YGL117W high,Gene YBR147W high  (13.3333%, 85.1064%)
Gene YGL117W high,Gene YBR147W high -> Gene YJR130C high  (13.3333%, 83.3333%)
Gene YGL117W high,Gene YJR130C high -> Gene YBR147W high  (13.3333%, 86.9565%)
Gene YBR147W high,Gene YJR130C high -> Gene YGL117W high  (13.3333%, 97.561%)
Gene YGL117W high,Gene ECM40,ARG7 high -> Gene YOL118C high  (13.3333%, 90.9091%)
Gene ECM40,ARG7 high,Gene YOL118C high -> Gene YGL117W high  (13.3333%, 93.0233%)
Gene YGL117W high,Gene YMR097C high -> Gene BNA1,HAD1 high  (13.3333%, 85.1064%)
Gene YGL117W high,Gene BNA1,HAD1 high -> Gene YMR097C high  (13.3333%, 81.6327%)
Gene YMR097C high,Gene BNA1,HAD1 high -> Gene YGL117W high  (13.3333%, 100%)
Gene YGL117W high,Gene YMR097C high -> Gene ARG1,ARG10 high  (13.3333%, 85.1064%)
Gene YMR097C high,Gene ARG1,ARG10 high -> Gene YGL117W high  (13.3333%, 97.561%)
Gene YGL117W high,Gene ATR1,SNQ1 high -> Gene LYS1 high  (13.3333%, 93.0233%)
Gene LYS1 high,Gene ATR1,SNQ1 high -> Gene YGL117W high  (13.3333%, 90.9091%)
Gene YGL117W high,Gene YOL119C high -> Gene YBR047W high  (13.3333%, 86.9565%)
Gene YBR047W high,Gene YOL119C high -> Gene YGL117W high  (13.3333%, 93.0233%)
Gene YGL117W high,Gene YOL119C high -> Gene YHR029C high  (13.3333%, 86.9565%)
Gene YHR029C high,Gene YOL119C high -> Gene YGL117W high  (13.3333%, 93.0233%)
Gene HIS4 high -> Gene YGL117W high,Gene YHR029C high  (13.3333%, 83.3333%)
Gene YGL117W high,Gene HIS4 high -> Gene YHR029C high  (13.3333%, 93.0233%)
Gene YHR029C high,Gene HIS4 high -> Gene YGL117W high  (13.3333%, 97.561%)
Gene IDP1 high -> Gene YGL117W high,Gene SNZ1 high  (13.3333%, 93.0233%)
Gene YGL117W high,Gene IDP1 high -> Gene SNZ1 high  (13.3333%, 100%)
Gene SNZ1 high,Gene IDP1 high -> Gene YGL117W high  (13.3333%, 95.2381%)
Gene HIS4 high -> Gene YGL117W high,Gene YOL118C high  (13.3333%, 83.3333%)
Gene YGL117W high,Gene HIS4 high -> Gene YOL118C high  (13.3333%, 93.0233%)
Gene YOL118C high,Gene HIS4 high -> Gene YGL117W high  (13.3333%, 100%)
Gene HIS4 high -> Gene YGL117W high,Gene ARG1,ARG10 high  (13.3333%, 83.3333%)
Gene YGL117W high,Gene HIS4 high -> Gene ARG1,ARG10 high  (13.3333%, 93.0233%)
Gene ARG1,ARG10 high,Gene HIS4 high -> Gene YGL117W high  (13.3333%, 97.561%)
Gene ARG4 high,Gene SRY1 high -> Gene RIB5 high  (13.3333%, 95.2381%)
Gene ARG4 high,Gene RIB5 high -> Gene SRY1 high  (13.3333%, 93.0233%)
Gene SRY1 high,Gene RIB5 high -> Gene ARG4 high  (13.3333%, 90.9091%)
Gene ARG4 high,Gene SRY1 high -> Gene PCL5 high  (13.3333%, 95.2381%)
Gene ARG4 high,Gene PCL5 high -> Gene SRY1 high  (13.3333%, 83.3333%)
Gene SRY1 high,Gene PCL5 high -> Gene ARG4 high  (13.3333%, 81.6327%)
Gene ARG4 high,Gene SRY1 high -> Gene CPA2 high  (13.3333%, 95.2381%)
Gene SRY1 high,Gene CPA2 high -> Gene ARG4 high  (13.3333%, 86.9565%)
Gene ARG4 high,Gene SRY1 high -> Gene CTF13,CBF3C high  (13.3333%, 95.2381%)
Gene ARG4 high,Gene CTF13,CBF3C high -> Gene SRY1 high  (13.3333%, 83.3333%)
Gene ARG4 high,Gene SRY1 high -> Gene YHR029C high  (13.3333%, 95.2381%)
Gene ARG4 high,Gene YHR029C high -> Gene SRY1 high  (13.3333%, 90.9091%)
Gene ARG4 high,Gene SRY1 high -> Gene YOL118C high  (13.3333%, 95.2381%)
Gene ARG4 high,Gene YOL118C high -> Gene SRY1 high  (13.3333%, 88.8889%)
Gene SRY1 high,Gene YOL118C high -> Gene ARG4 high  (13.3333%, 85.1064%)
Gene ARG4 high,Gene HIS5 high -> Gene ARG5,6 high  (13.3333%, 86.9565%)
Gene ARG4 high,Gene ARG5,6 high -> Gene HIS5 high  (13.3333%, 90.9091%)
Gene HIS5 high,Gene ARG5,6 high -> Gene ARG4 high  (13.3333%, 90.9091%)
Gene ARG4 high,Gene RIB5 high -> Gene PCL5 high  (13.3333%, 93.0233%)
Gene ARG4 high,Gene PCL5 high -> Gene RIB5 high  (13.3333%, 83.3333%)
Gene RIB5 high,Gene PCL5 high -> Gene ARG4 high  (13.3333%, 88.8889%)
Gene ARG4 high,Gene RIB5 high -> Gene BNA1,HAD1 high  (13.3333%, 93.0233%)
Gene ARG4 high,Gene BNA1,HAD1 high -> Gene RIB5 high  (13.3333%, 93.0233%)
Gene RIB5 high,Gene BNA1,HAD1 high -> Gene ARG4 high  (13.3333%, 88.8889%)
Gene ARG4 high,Gene RIB5 high -> Gene ARG1,ARG10 high  (13.3333%, 93.0233%)
Gene ARG4 high,Gene ARG1,ARG10 high -> Gene RIB5 high  (13.3333%, 85.1064%)
Gene RIB5 high,Gene ARG1,ARG10 high -> Gene ARG4 high  (13.3333%, 90.9091%)
Gene ARG4 high,Gene YMR097C high -> Gene SNO1 high  (13.3333%, 100%)
Gene ARG4 high,Gene YOL119C high -> Gene SNO1 high  (13.3333%, 97.561%)
Gene SNO1 high,Gene YOL119C high -> Gene ARG4 high  (13.3333%, 85.1064%)
Gene HIS4 high -> Gene ARG4 high,Gene SNO1 high  (13.3333%, 83.3333%)
Gene ARG4 high,Gene HIS4 high -> Gene SNO1 high  (13.3333%, 100%)
Gene SNO1 high,Gene HIS4 high -> Gene ARG4 high  (13.3333%, 86.9565%)
Gene ARG4 high,Gene PCL5 high -> Gene ARG5,6 high  (13.3333%, 83.3333%)
Gene ARG4 high,Gene ARG5,6 high -> Gene PCL5 high  (13.3333%, 90.9091%)
Gene ARG4 high,Gene PCL5 high -> Gene ECM40,ARG7 high  (13.3333%, 83.3333%)
Gene ARG4 high,Gene ECM40,ARG7 high -> Gene PCL5 high  (13.3333%, 93.0233%)
Gene PCL5 high,Gene ECM40,ARG7 high -> Gene ARG4 high  (13.3333%, 85.1064%)
Gene ARG4 high,Gene PCL5 high -> Gene YBR047W high  (13.3333%, 83.3333%)
Gene ARG4 high,Gene YBR047W high -> Gene PCL5 high  (13.3333%, 90.9091%)
Gene ARG4 high,Gene ARG5,6 high -> Gene CTF13,CBF3C high  (13.3333%, 90.9091%)
Gene ARG4 high,Gene CTF13,CBF3C high -> Gene ARG5,6 high  (13.3333%, 83.3333%)
Gene ARG5,6 high,Gene CTF13,CBF3C high -> Gene ARG4 high  (13.3333%, 81.6327%)
Gene ARG4 high,Gene YMR097C high -> Gene CTF13,CBF3C high  (13.3333%, 100%)
Gene ARG4 high,Gene CTF13,CBF3C high -> Gene YMR097C high  (13.3333%, 83.3333%)
Gene ARG4 high,Gene YMR097C high -> Gene SNZ1 high  (13.3333%, 100%)
Gene ARG4 high,Gene YHR029C high -> Gene BNA1,HAD1 high  (13.3333%, 90.9091%)
Gene ARG4 high,Gene BNA1,HAD1 high -> Gene YHR029C high  (13.3333%, 93.0233%)
Gene YHR029C high,Gene BNA1,HAD1 high -> Gene ARG4 high  (13.3333%, 83.3333%)
Gene ARG4 high,Gene BNA1,HAD1 high -> Gene YOL118C high  (13.3333%, 93.0233%)
Gene ARG4 high,Gene YOL118C high -> Gene BNA1,HAD1 high  (13.3333%, 88.8889%)
Gene BNA1,HAD1 high,Gene YOL118C high -> Gene ARG4 high  (13.3333%, 86.9565%)
Gene ARG4 high,Gene BNA1,HAD1 high -> Gene ARG1,ARG10 high  (13.3333%, 93.0233%)
Gene ARG4 high,Gene ARG1,ARG10 high -> Gene BNA1,HAD1 high  (13.3333%, 85.1064%)
Gene BNA1,HAD1 high,Gene ARG1,ARG10 high -> Gene ARG4 high  (13.3333%, 90.9091%)
Gene ARG4 high,Gene YOL119C high -> Gene SNZ1 high  (13.3333%, 97.561%)
Gene SNZ1 high,Gene YOL119C high -> Gene ARG4 high  (13.3333%, 81.6327%)
Gene HIS4 high -> Gene ARG4 high,Gene SNZ1 high  (13.3333%, 83.3333%)
Gene ARG4 high,Gene HIS4 high -> Gene SNZ1 high  (13.3333%, 100%)
Gene SNZ1 high,Gene HIS4 high -> Gene ARG4 high  (13.3333%, 86.9565%)
Gene ARG4 high,Gene YOL119C high -> Gene YOL118C high  (13.3333%, 97.561%)
Gene ARG4 high,Gene YOL118C high -> Gene YOL119C high  (13.3333%, 88.8889%)
Gene YOL119C high,Gene YOL118C high -> Gene ARG4 high  (13.3333%, 90.9091%)
Gene YHM1 high -> Gene HIS5 high,Gene SNO1 high  (13.3333%, 95.2381%)
Gene YHM1 high,Gene HIS5 high -> Gene SNO1 high  (13.3333%, 100%)
Gene YHM1 high,Gene SNO1 high -> Gene HIS5 high  (13.3333%, 95.2381%)
Gene HIS5 high,Gene SNO1 high -> Gene YHM1 high  (13.3333%, 81.6327%)
Gene YHM1 high -> Gene HIS5 high,Gene LYS1 high  (13.3333%, 95.2381%)
Gene YHM1 high,Gene HIS5 high -> Gene LYS1 high  (13.3333%, 100%)
Gene YHM1 high,Gene LYS1 high -> Gene HIS5 high  (13.3333%, 95.2381%)
Gene HIS5 high,Gene LYS1 high -> Gene YHM1 high  (13.3333%, 85.1064%)
Gene YHM1 high -> Gene HIS5 high,Gene SNZ1 high  (13.3333%, 95.2381%)
Gene YHM1 high,Gene HIS5 high -> Gene SNZ1 high  (13.3333%, 100%)
Gene YHM1 high,Gene SNZ1 high -> Gene HIS5 high  (13.3333%, 95.2381%)
Gene YHM1 high -> Gene SNO1 high,Gene CPA2 high  (13.3333%, 95.2381%)
Gene YHM1 high,Gene SNO1 high -> Gene CPA2 high  (13.3333%, 95.2381%)
Gene YHM1 high,Gene CPA2 high -> Gene SNO1 high  (13.3333%, 100%)
Gene YHM1 high -> Gene SNO1 high,Gene CTF13,CBF3C high  (13.3333%, 95.2381%)
Gene YHM1 high,Gene SNO1 high -> Gene CTF13,CBF3C high  (13.3333%, 95.2381%)
Gene YHM1 high,Gene CTF13,CBF3C high -> Gene SNO1 high  (13.3333%, 100%)
Gene YHM1 high -> Gene CPA2 high,Gene LYS1 high  (13.3333%, 95.2381%)
Gene YHM1 high,Gene CPA2 high -> Gene LYS1 high  (13.3333%, 100%)
Gene YHM1 high,Gene LYS1 high -> Gene CPA2 high  (13.3333%, 95.2381%)
Gene YHM1 high -> Gene CPA2 high,Gene SNZ1 high  (13.3333%, 95.2381%)
Gene YHM1 high,Gene CPA2 high -> Gene SNZ1 high  (13.3333%, 100%)
Gene YHM1 high,Gene SNZ1 high -> Gene CPA2 high  (13.3333%, 95.2381%)
Gene YHM1 high -> Gene CTF13,CBF3C high,Gene LYS1 high  (13.3333%, 95.2381%)
Gene YHM1 high,Gene CTF13,CBF3C high -> Gene LYS1 high  (13.3333%, 100%)
Gene YHM1 high,Gene LYS1 high -> Gene CTF13,CBF3C high  (13.3333%, 95.2381%)
Gene YHM1 high -> Gene CTF13,CBF3C high,Gene YHR029C high  (13.3333%, 95.2381%)
Gene YHM1 high,Gene CTF13,CBF3C high -> Gene YHR029C high  (13.3333%, 100%)
Gene YHM1 high,Gene YHR029C high -> Gene CTF13,CBF3C high  (13.3333%, 97.561%)
Gene YHM1 high -> Gene CTF13,CBF3C high,Gene SNZ1 high  (13.3333%, 95.2381%)
Gene YHM1 high,Gene CTF13,CBF3C high -> Gene SNZ1 high  (13.3333%, 100%)
Gene YHM1 high,Gene SNZ1 high -> Gene CTF13,CBF3C high  (13.3333%, 95.2381%)
Gene YHM1 high -> Gene YHR029C high,Gene YOL118C high  (13.3333%, 95.2381%)
Gene YHM1 high,Gene YHR029C high -> Gene YOL118C high  (13.3333%, 97.561%)
Gene YHM1 high,Gene YOL118C high -> Gene YHR029C high  (13.3333%, 97.561%)
Gene YHR029C high,Gene YOL118C high -> Gene YHM1 high  (13.3333%, 83.3333%)
Gene SRY1 high,Gene HIS5 high -> Gene YBR047W high  (13.3333%, 88.8889%)
Gene SRY1 high,Gene YBR047W high -> Gene HIS5 high  (13.3333%, 86.9565%)
Gene HIS5 high,Gene YBR047W high -> Gene SRY1 high  (13.3333%, 93.0233%)
Gene SRY1 high,Gene HIS5 high -> Gene BNA1,HAD1 high  (13.3333%, 88.8889%)
Gene SRY1 high,Gene BNA1,HAD1 high -> Gene HIS5 high  (13.3333%, 90.9091%)
Gene HIS5 high,Gene BNA1,HAD1 high -> Gene SRY1 high  (13.3333%, 95.2381%)
Gene SRY1 high,Gene ARG5,6 high -> Gene YER175C high  (13.3333%, 88.8889%)
Gene YER175C high,Gene ARG5,6 high -> Gene SRY1 high  (13.3333%, 83.3333%)
Gene SRY1 high,Gene ARG1,ARG10 high -> Gene YER175C high  (13.3333%, 88.8889%)
Gene YER175C high,Gene ARG1,ARG10 high -> Gene SRY1 high  (13.3333%, 81.6327%)
Gene SRY1 high,Gene RIB5 high -> Gene ARG1,ARG10 high  (13.3333%, 90.9091%)
